Client;Project;Task;Description;Billable;Start date;Start time;End date;End time;Duration;Tags;Amount ()
;;;;No;26.01.2022;19:23:25;26.01.2022;19:43:49;0:20:24;;
;;;;No;27.01.2022;9:12:38;27.01.2022;10:09:40;0:57:02;;
;;;;No;27.01.2022;12:26:27;27.01.2022;13:03:41;0:37:14;;
;;;;No;27.01.2022;15:14:48;27.01.2022;15:22:43;0:07:55;;
;;;;No;27.01.2022;15:31:03;27.01.2022;15:36:24;0:05:21;;
;;;;No;27.01.2022;15:39:33;27.01.2022;15:46:01;0:06:28;;
;;;;No;27.01.2022;15:46:04;27.01.2022;16:26:23;0:40:19;;
;;;;No;27.01.2022;16:36:24;27.01.2022;16:39:33;0:03:09;;
;;;;No;27.01.2022;17:15:20;27.01.2022;17:18:14;0:02:54;;
;;;;No;27.01.2022;17:19:11;27.01.2022;17:44:21;0:25:10;;
;;;;No;27.01.2022;17:48:34;27.01.2022;17:59:05;0:10:31;;
;;;;No;27.01.2022;18:03:11;27.01.2022;18:38:17;0:35:06;;
;;;;No;28.01.2022;10:08:33;28.01.2022;10:54:10;0:45:37;;
;;;;No;28.01.2022;11:10:30;28.01.2022;11:49:31;0:39:01;;
;;;;No;28.01.2022;12:04:14;28.01.2022;12:20:07;0:15:53;;
;;;;No;28.01.2022;13:00:21;28.01.2022;13:16:50;0:16:29;;
;;;;No;28.01.2022;13:26:52;28.01.2022;13:32:04;0:05:12;;
;;;;No;28.01.2022;13:32:05;28.01.2022;13:45:23;0:13:18;;
;;;;No;28.01.2022;13:45:25;28.01.2022;13:50:21;0:04:56;;
;;;;No;28.01.2022;15:33:55;28.01.2022;16:11:42;0:37:47;;
;;;;No;28.01.2022;16:11:55;28.01.2022;16:20:40;0:08:45;;
;;;;No;28.01.2022;16:21:12;28.01.2022;16:22:08;0:00:56;;
;;;;No;28.01.2022;16:22:42;28.01.2022;16:28:19;0:05:37;;
;;;;No;28.01.2022;16:28:28;28.01.2022;16:53:36;0:25:08;;
;;;;No;28.01.2022;16:53:38;28.01.2022;16:58:47;0:05:09;;
;;;;No;28.01.2022;16:58:48;28.01.2022;17:35:30;0:36:42;;
;;;;No;28.01.2022;18:47:29;28.01.2022;18:50:37;0:03:08;;
;;;;No;28.01.2022;18:50:41;28.01.2022;19:03:23;0:12:42;;
;;;;No;31.01.2022;8:48:25;31.01.2022;9:00:35;0:12:10;;
;;;;No;31.01.2022;9:07:34;31.01.2022;9:11:16;0:03:42;;
;;;;No;31.01.2022;9:11:18;31.01.2022;9:12:48;0:01:30;;
;;;;No;31.01.2022;9:12:52;31.01.2022;9:13:46;0:00:54;;
;;;;No;31.01.2022;9:14:05;31.01.2022;9:20:57;0:06:52;;
;;;;No;31.01.2022;9:21:00;31.01.2022;9:21:24;0:00:24;;
;;;;No;31.01.2022;9:22:34;31.01.2022;9:28:54;0:06:20;;
;;;;No;31.01.2022;9:30:53;31.01.2022;9:41:26;0:10:33;;
;;;;No;31.01.2022;9:43:27;31.01.2022;10:47:39;1:04:12;;
;;;;No;31.01.2022;11:20:20;31.01.2022;11:24:48;0:04:28;;
;;;;No;31.01.2022;11:28:50;31.01.2022;12:40:34;1:11:44;;
;;;;No;31.01.2022;12:46:48;31.01.2022;13:07:25;0:20:37;;
;;;;No;31.01.2022;14:11:00;31.01.2022;15:28:11;1:17:11;;
;;;;No;31.01.2022;15:54:12;31.01.2022;16:09:10;0:14:58;;
;;;;No;31.01.2022;16:25:02;31.01.2022;16:38:15;0:13:13;;
;;;;No;31.01.2022;16:46:56;31.01.2022;17:09:31;0:22:35;;
;;;;No;31.01.2022;17:10:18;31.01.2022;17:40:35;0:30:17;;
;;;;No;31.01.2022;17:44:54;31.01.2022;18:32:57;0:48:03;;
;;;;No;31.01.2022;19:32:00;31.01.2022;19:40:20;0:08:20;;
;;;;No;31.01.2022;19:40:41;31.01.2022;20:24:22;0:43:41;;
;;;;No;01.02.2022;9:30:35;01.02.2022;9:39:10;0:08:35;;
;;;;No;01.02.2022;10:03:37;01.02.2022;10:15:56;0:12:19;;
;;;;No;01.02.2022;10:15:27;01.02.2022;10:28:33;0:13:06;;
;;;;No;01.02.2022;12:00:29;01.02.2022;12:35:21;0:34:52;;
;;;;No;01.02.2022;12:37:42;01.02.2022;12:39:04;0:01:22;;
;;;;No;01.02.2022;12:39:09;01.02.2022;13:28:44;0:49:35;;
;;;;No;01.02.2022;14:28:37;01.02.2022;15:53:12;1:24:35;;
;;;;No;01.02.2022;18:59:49;01.02.2022;19:05:58;0:06:09;;
;;;;No;02.02.2022;9:14:36;02.02.2022;9:22:22;0:07:46;;
;;;;No;02.02.2022;9:37:47;02.02.2022;9:47:14;0:09:27;;
;;;;No;02.02.2022;9:47:36;02.02.2022;9:58:10;0:10:34;;
;;;;No;02.02.2022;10:09:00;02.02.2022;10:16:12;0:07:12;;
;;;;No;02.02.2022;10:17:04;02.02.2022;10:22:01;0:04:57;;
;;;;No;02.02.2022;10:22:16;02.02.2022;10:24:26;0:02:10;;
;;;;No;02.02.2022;10:28:22;02.02.2022;10:32:41;0:04:19;;
;;;;No;02.02.2022;10:32:48;02.02.2022;10:38:18;0:05:30;;
;;;;No;02.02.2022;11:30:35;02.02.2022;12:53:08;1:22:33;;
;;;;No;02.02.2022;12:55:15;02.02.2022;12:59:45;0:04:30;;
;;;;No;02.02.2022;12:59:53;02.02.2022;13:07:01;0:07:08;;
;;;;No;02.02.2022;14:04:23;02.02.2022;14:08:10;0:03:47;;
;;;;No;02.02.2022;14:08:19;02.02.2022;14:10:01;0:01:42;;
;;;;No;02.02.2022;16:27:13;02.02.2022;16:43:50;0:16:37;;
;;;;No;02.02.2022;16:55:52;02.02.2022;17:10:25;0:14:33;;
;;;;No;02.02.2022;17:31:04;02.02.2022;18:09:47;0:38:43;;
;;;;No;03.02.2022;8:44:12;03.02.2022;8:53:03;0:08:51;;
;;;;No;03.02.2022;9:06:32;03.02.2022;9:15:59;0:09:27;;
;;;;No;03.02.2022;9:16:14;03.02.2022;9:35:31;0:19:17;;
;;;;No;03.02.2022;9:38:08;03.02.2022;9:41:45;0:03:37;;
;;;;No;03.02.2022;9:56:49;03.02.2022;10:00:01;0:03:12;;
;;;;No;03.02.2022;10:06:17;03.02.2022;10:18:39;0:12:22;;
;;;;No;03.02.2022;10:37:08;03.02.2022;10:41:27;0:04:19;;
;;;;No;03.02.2022;10:55:24;03.02.2022;11:05:45;0:10:21;;
;;;;No;03.02.2022;11:19:39;03.02.2022;11:55:52;0:36:13;;
;;;;No;03.02.2022;12:01:14;03.02.2022;12:09:18;0:08:04;;
;;;;No;03.02.2022;12:33:00;03.02.2022;12:34:24;0:01:24;;
;;;;No;03.02.2022;13:19:45;03.02.2022;14:01:13;0:41:28;;
;;;;No;03.02.2022;14:22:42;03.02.2022;14:41:52;0:19:10;;
;;;;No;03.02.2022;14:46:52;03.02.2022;16:20:13;1:33:21;;
;;;;No;04.02.2022;10:32:30;04.02.2022;10:52:38;0:20:08;;
;;;;No;04.02.2022;10:52:50;04.02.2022;11:01:25;0:08:35;;
;;;;No;04.02.2022;11:01:31;04.02.2022;11:12:36;0:11:05;;
;;;;No;04.02.2022;11:17:54;04.02.2022;11:35:51;0:17:57;;
;;;;No;04.02.2022;11:47:40;04.02.2022;12:00:09;0:12:29;;
;;;;No;04.02.2022;12:04:59;04.02.2022;12:08:33;0:03:34;;
;;;;No;04.02.2022;12:24:09;04.02.2022;12:27:30;0:03:21;;
;;;;No;04.02.2022;12:31:13;04.02.2022;12:41:09;0:09:56;;
;;;;No;04.02.2022;12:42:07;04.02.2022;12:58:47;0:16:40;;
;;;;No;04.02.2022;13:01:48;04.02.2022;13:11:17;0:09:29;;
;;;;No;04.02.2022;13:28:13;04.02.2022;13:36:08;0:07:55;;
;;;;No;04.02.2022;14:15:43;04.02.2022;14:43:48;0:28:05;;
;;;;No;04.02.2022;15:46:23;04.02.2022;16:40:42;0:54:19;;
;;;;No;04.02.2022;16:49:32;04.02.2022;17:04:02;0:14:30;;
;;;;No;04.02.2022;17:05:51;04.02.2022;17:35:38;0:29:47;;
;;;;No;04.02.2022;18:01:34;04.02.2022;18:28:12;0:26:38;;
;;;;No;04.02.2022;18:31:07;04.02.2022;19:03:25;0:32:18;;
;;;;No;04.02.2022;19:33:37;04.02.2022;20:12:47;0:39:10;;
;;;;No;07.02.2022;9:08:35;07.02.2022;9:17:11;0:08:36;;
;;;;No;07.02.2022;10:15:27;07.02.2022;10:16:42;0:01:15;;
;;;;No;07.02.2022;10:27:19;07.02.2022;10:45:26;0:18:07;;
;;;;No;07.02.2022;12:10:24;07.02.2022;13:17:32;1:07:08;;
;;;;No;07.02.2022;14:02:16;07.02.2022;14:23:39;0:21:23;;
;;;;No;07.02.2022;15:29:35;07.02.2022;16:12:21;0:42:46;;
;;;;No;07.02.2022;16:49:27;07.02.2022;17:11:10;0:21:43;;
;;;;No;07.02.2022;17:13:57;07.02.2022;17:15:58;0:02:01;;
;;;;No;07.02.2022;17:16:04;07.02.2022;17:37:17;0:21:13;;
;;;;No;07.02.2022;17:49:19;07.02.2022;18:04:03;0:14:44;;
;;;;No;07.02.2022;18:16:13;07.02.2022;18:24:53;0:08:40;;
;;;;No;07.02.2022;18:34:25;07.02.2022;19:06:27;0:32:02;;
;;;;No;07.02.2022;19:15:38;07.02.2022;19:27:07;0:11:29;;
;;;;No;08.02.2022;9:00:08;08.02.2022;9:08:47;0:08:39;;
;;;;No;08.02.2022;9:41:30;08.02.2022;9:43:29;0:01:59;;
;;;;No;08.02.2022;9:43:40;08.02.2022;9:45:42;0:02:02;;
;;;;No;08.02.2022;11:09:50;08.02.2022;11:14:14;0:04:24;;
;;;;No;08.02.2022;11:29:18;08.02.2022;11:32:45;0:03:27;;
;;;;No;08.02.2022;11:40:41;08.02.2022;12:01:50;0:21:09;;
;;;;No;08.02.2022;12:08:54;08.02.2022;12:10:05;0:01:11;;
;;;;No;08.02.2022;12:10:27;08.02.2022;12:16:36;0:06:09;;
;;;;No;08.02.2022;12:24:54;08.02.2022;13:13:32;0:48:38;;
;;;;No;08.02.2022;15:21:39;08.02.2022;15:24:34;0:02:55;;
;;;;No;08.02.2022;15:42:35;08.02.2022;16:19:42;0:37:07;;
;;;;No;09.02.2022;7:58:41;09.02.2022;8:20:34;0:21:53;;
;;;;No;09.02.2022;8:22:45;09.02.2022;8:31:21;0:08:36;;
;;;;No;09.02.2022;9:24:18;09.02.2022;9:26:30;0:02:12;;
;;;;No;09.02.2022;9:26:38;09.02.2022;9:49:47;0:23:09;;
;;;;No;09.02.2022;10:43:37;09.02.2022;11:23:02;0:39:25;;
;;;;No;09.02.2022;11:31:27;09.02.2022;11:52:50;0:21:23;;
;;;;No;09.02.2022;11:59:19;09.02.2022;12:38:43;0:39:24;;
;;;;No;09.02.2022;13:08:49;09.02.2022;13:29:11;0:20:22;;
;;;;No;09.02.2022;13:31:24;09.02.2022;14:32:01;1:00:37;;
;;;;No;09.02.2022;16:09:43;09.02.2022;16:23:46;0:14:03;;
;;;;No;09.02.2022;16:28:28;09.02.2022;17:40:26;1:11:58;;
;;;;No;10.02.2022;10:44:44;10.02.2022;10:53:16;0:08:32;;
;;;;No;10.02.2022;14:23:30;10.02.2022;14:34:08;0:10:38;;
;;;;No;10.02.2022;14:37:18;10.02.2022;14:40:40;0:03:22;;
;;;;No;10.02.2022;15:19:47;10.02.2022;15:43:19;0:23:32;;
;;;;No;10.02.2022;16:35:25;10.02.2022;17:05:25;0:30:00;;
;;;;No;10.02.2022;18:16:20;10.02.2022;19:38:51;1:22:31;;
;;;;No;11.02.2022;10:37:57;11.02.2022;11:24:40;0:46:43;;
;;;;No;11.02.2022;11:25:10;11.02.2022;11:34:10;0:09:00;;
;;;;No;11.02.2022;12:24:57;11.02.2022;14:40:31;2:15:34;;
;;;;No;11.02.2022;16:30:16;11.02.2022;16:38:21;0:08:05;;
;;;;No;11.02.2022;16:52:39;11.02.2022;17:02:17;0:09:38;;
;;;;No;11.02.2022;17:58:21;11.02.2022;18:12:43;0:14:22;;
;;;;No;11.02.2022;19:38:46;11.02.2022;19:45:04;0:06:18;;
;;;;No;12.02.2022;8:10:30;12.02.2022;8:29:14;0:18:44;;
;;;;No;12.02.2022;9:43:36;12.02.2022;10:04:55;0:21:19;;
;;;;No;13.02.2022;19:14:24;13.02.2022;19:36:23;0:21:59;;
;;;;No;14.02.2022;9:30:58;14.02.2022;9:39:09;0:08:11;;
;;;;No;14.02.2022;9:54:10;14.02.2022;10:08:31;0:14:21;;
;;;;No;14.02.2022;10:18:56;14.02.2022;10:43:11;0:24:15;;
;;;;No;14.02.2022;10:44:51;14.02.2022;10:50:38;0:05:47;;
;;;;No;14.02.2022;10:53:32;14.02.2022;10:56:24;0:02:52;;
;;;;No;14.02.2022;11:52:01;14.02.2022;12:43:48;0:51:47;;
;;;;No;14.02.2022;12:49:40;14.02.2022;13:20:55;0:31:15;;
;;;;No;14.02.2022;13:22:49;14.02.2022;13:27:50;0:05:01;;
;;;;No;14.02.2022;13:28:14;14.02.2022;13:32:09;0:03:55;;
;;;;No;14.02.2022;14:34:25;14.02.2022;14:43:12;0:08:47;;
;;;;No;14.02.2022;15:21:59;14.02.2022;15:44:01;0:22:02;;
;;;;No;14.02.2022;15:57:21;14.02.2022;16:04:34;0:07:13;;
;;;;No;14.02.2022;16:13:43;14.02.2022;16:18:09;0:04:26;;
;;;;No;14.02.2022;16:31:22;14.02.2022;16:41:52;0:10:30;;
;;;;No;14.02.2022;16:45:22;14.02.2022;17:15:28;0:30:06;;
;;;;No;14.02.2022;17:17:36;14.02.2022;17:29:11;0:11:35;;
;;;;No;14.02.2022;17:30:21;14.02.2022;17:40:52;0:10:31;;
;;;;No;14.02.2022;17:39:32;14.02.2022;17:58:52;0:19:20;;
;;;;No;14.02.2022;18:06:46;14.02.2022;18:10:59;0:04:13;;
;;;;No;14.02.2022;18:16:55;14.02.2022;18:19:06;0:02:11;;
;;;;No;14.02.2022;21:55:44;14.02.2022;22:55:51;1:00:07;;
;;;;No;15.02.2022;9:51:10;15.02.2022;10:10:04;0:18:54;;
;;;;No;15.02.2022;10:00:07;15.02.2022;10:26:14;0:26:07;;
;;;;No;15.02.2022;10:48:16;15.02.2022;11:23:47;0:35:31;;
;;;;No;15.02.2022;11:24:19;15.02.2022;11:30:08;0:05:49;;
;;;;No;15.02.2022;11:30:13;15.02.2022;11:44:42;0:14:29;;
;;;;No;15.02.2022;12:25:43;15.02.2022;13:28:58;1:03:15;;
;;;;No;15.02.2022;14:43:38;15.02.2022;15:00:42;0:17:04;;
;;;;No;15.02.2022;15:13:25;15.02.2022;16:13:41;1:00:16;;
;;;;No;16.02.2022;6:56:05;16.02.2022;7:24:22;0:28:17;;
;;;;No;16.02.2022;7:24:27;16.02.2022;7:40:00;0:15:33;;
;;;;No;16.02.2022;8:25:33;16.02.2022;9:17:05;0:51:32;;
;;;;No;16.02.2022;9:24:38;16.02.2022;10:02:14;0:37:36;;
;;;;No;16.02.2022;10:45:35;16.02.2022;10:52:39;0:07:04;;
;;;;No;16.02.2022;10:52:42;16.02.2022;11:15:46;0:23:04;;
;;;;No;16.02.2022;11:49:00;16.02.2022;11:52:58;0:03:58;;
;;;;No;16.02.2022;11:53:18;16.02.2022;12:30:55;0:37:37;;
;;;;No;16.02.2022;12:37:15;16.02.2022;13:03:51;0:26:36;;
;;;;No;16.02.2022;13:03:54;16.02.2022;13:15:29;0:11:35;;
;;;;No;16.02.2022;13:18:25;16.02.2022;13:31:34;0:13:09;;
;;;;No;16.02.2022;14:12:59;16.02.2022;14:18:40;0:05:41;;
;;;;No;16.02.2022;15:40:35;16.02.2022;15:42:39;0:02:04;;
;;;;No;16.02.2022;15:48:34;16.02.2022;15:49:17;0:00:43;;
;;;;No;16.02.2022;15:49:28;16.02.2022;15:51:24;0:01:56;;
;;;;No;16.02.2022;15:53:37;16.02.2022;15:55:07;0:01:30;;
;;;;No;16.02.2022;15:55:39;16.02.2022;16:01:45;0:06:06;;
;;;;No;16.02.2022;16:01:47;16.02.2022;17:20:39;1:18:52;;
;;;;No;16.02.2022;17:20:27;16.02.2022;17:40:01;0:19:34;;
;;;;No;16.02.2022;17:45:25;16.02.2022;18:47:17;1:01:52;;
;;;;No;17.02.2022;6:46:09;17.02.2022;7:47:13;1:01:04;;
;;;;No;17.02.2022;8:12:32;17.02.2022;8:19:51;0:07:19;;
;;;;No;17.02.2022;8:20:37;17.02.2022;8:24:05;0:03:28;;
;;;;No;17.02.2022;9:17:21;17.02.2022;9:39:47;0:22:26;;
;;;;No;17.02.2022;9:49:00;17.02.2022;9:59:48;0:10:48;;
;;;;No;17.02.2022;13:15:35;17.02.2022;13:24:38;0:09:03;;
;;;;No;18.02.2022;10:39:24;18.02.2022;11:13:24;0:34:00;;
;;;;No;18.02.2022;11:21:48;18.02.2022;11:30:22;0:08:34;;
;;;;No;18.02.2022;11:34:08;18.02.2022;11:39:59;0:05:51;;
;;;;No;18.02.2022;12:17:05;18.02.2022;12:43:37;0:26:32;;
;;;;No;18.02.2022;13:55:28;18.02.2022;14:41:28;0:46:00;;
;;;;No;18.02.2022;14:43:42;18.02.2022;14:57:04;0:13:22;;
;;;;No;18.02.2022;16:00:09;18.02.2022;16:48:07;0:47:58;;
;;;;No;18.02.2022;20:01:50;18.02.2022;20:06:51;0:05:01;;
;;;;No;20.02.2022;11:17:35;20.02.2022;11:19:15;0:01:40;;
;;;;No;20.02.2022;11:31:27;20.02.2022;11:43:36;0:12:09;;
;;;;No;20.02.2022;12:10:13;20.02.2022;12:40:47;0:30:34;;
;;;;No;20.02.2022;12:40:48;20.02.2022;12:45:24;0:04:36;;
;;;;No;20.02.2022;12:55:02;20.02.2022;12:57:11;0:02:09;;
;;;;No;20.02.2022;13:00:20;20.02.2022;13:14:25;0:14:05;;
;;;;No;20.02.2022;16:46:02;20.02.2022;16:47:28;0:01:26;;
;;;;No;20.02.2022;16:54:00;20.02.2022;16:59:27;0:05:27;;
;;;;No;20.02.2022;17:30:10;20.02.2022;17:56:02;0:25:52;;
;;;;No;20.02.2022;18:06:34;20.02.2022;18:27:14;0:20:40;;
;;;;No;21.02.2022;10:05:47;21.02.2022;11:17:28;1:11:41;;
;;;;No;21.02.2022;11:45:29;21.02.2022;12:09:44;0:24:15;;
;;;;No;21.02.2022;12:10:01;21.02.2022;12:34:45;0:24:44;;
;;;;No;21.02.2022;12:40:37;21.02.2022;12:43:54;0:03:17;;
;;;;No;21.02.2022;13:01:01;21.02.2022;13:15:49;0:14:48;;
;;;;No;21.02.2022;13:19:20;21.02.2022;13:37:07;0:17:47;;
;;;;No;21.02.2022;13:38:32;21.02.2022;14:27:02;0:48:30;;
;;;;No;21.02.2022;14:43:37;21.02.2022;14:52:08;0:08:31;;
;;;;No;21.02.2022;15:44:03;21.02.2022;16:06:19;0:22:16;;
;;;;No;21.02.2022;16:08:38;21.02.2022;16:16:59;0:08:21;;
;;;;No;21.02.2022;16:28:09;21.02.2022;16:39:13;0:11:04;;
;;;;No;21.02.2022;16:45:30;21.02.2022;16:59:05;0:13:35;;
;;;;No;21.02.2022;18:56:06;21.02.2022;19:05:06;0:09:00;;
;;;;No;22.02.2022;9:20:13;22.02.2022;9:33:05;0:12:52;;
;;;;No;22.02.2022;10:02:04;22.02.2022;10:16:20;0:14:16;;
;;;;No;22.02.2022;10:26:04;22.02.2022;10:30:30;0:04:26;;
;;;;No;22.02.2022;11:03:51;22.02.2022;11:13:10;0:09:19;;
;;;;No;22.02.2022;11:14:02;22.02.2022;11:17:06;0:03:04;;
;;;;No;22.02.2022;11:50:59;22.02.2022;12:35:21;0:44:22;;
;;;;No;22.02.2022;12:36:17;22.02.2022;12:39:24;0:03:07;;
;;;;No;22.02.2022;12:41:51;22.02.2022;13:01:49;0:19:58;;
;;;;No;22.02.2022;13:03:43;22.02.2022;13:13:30;0:09:47;;
;;;;No;22.02.2022;13:28:11;22.02.2022;13:48:03;0:19:52;;
;;;;No;22.02.2022;16:28:05;22.02.2022;16:36:29;0:08:24;;
;;;;No;22.02.2022;16:44:06;22.02.2022;16:52:51;0:08:45;;
;;;;No;22.02.2022;16:53:13;22.02.2022;17:17:33;0:24:20;;
;;;;No;22.02.2022;17:25:57;22.02.2022;17:59:57;0:34:00;;
;;;;No;22.02.2022;18:03:17;22.02.2022;18:55:06;0:51:49;;
;;;;No;23.02.2022;17:58:17;23.02.2022;18:16:47;0:18:30;;
;;;;No;23.02.2022;18:16:51;23.02.2022;18:34:56;0:18:05;;
;;;;No;23.02.2022;18:35:19;23.02.2022;18:36:41;0:01:22;;
;;;;No;23.02.2022;18:36:43;23.02.2022;18:52:53;0:16:10;;
;;;;No;23.02.2022;18:54:45;23.02.2022;19:30:41;0:35:56;;
;;;;No;24.02.2022;10:30:56;24.02.2022;10:43:35;0:12:39;;
;;;;No;24.02.2022;11:04:55;24.02.2022;11:15:24;0:10:29;;
;;;;No;24.02.2022;16:06:02;24.02.2022;16:29:14;0:23:12;;
;;;;No;25.02.2022;9:33:18;25.02.2022;9:48:15;0:14:57;;
;;;;No;25.02.2022;9:48:54;25.02.2022;9:51:46;0:02:52;;
;;;;No;25.02.2022;9:51:50;25.02.2022;9:54:22;0:02:32;;
;;;;No;25.02.2022;11:25:26;25.02.2022;11:36:16;0:10:50;;
;;;;No;25.02.2022;14:30:11;25.02.2022;15:06:41;0:36:30;;
;;;;No;26.02.2022;11:09:15;26.02.2022;11:37:14;0:27:59;;
;;;;No;26.02.2022;12:05:37;26.02.2022;12:09:11;0:03:34;;
;;;;No;26.02.2022;12:10:01;26.02.2022;12:13:55;0:03:54;;
;;;;No;26.02.2022;12:16:27;26.02.2022;13:16:58;1:00:31;;
;;;;No;26.02.2022;13:17:34;26.02.2022;13:22:46;0:05:12;;
;;;;No;26.02.2022;13:25:35;26.02.2022;13:52:59;0:27:24;;
;;;;No;26.02.2022;14:21:31;26.02.2022;14:54:21;0:32:50;;
;;;;No;27.02.2022;15:40:42;27.02.2022;16:03:12;0:22:30;;
;;;;No;27.02.2022;16:14:01;27.02.2022;16:34:54;0:20:53;;
;;;;No;27.02.2022;18:25:40;27.02.2022;18:44:06;0:18:26;;
;;;;No;27.02.2022;18:56:44;27.02.2022;19:07:16;0:10:32;;
;;;;No;27.02.2022;19:09:42;27.02.2022;19:27:12;0:17:30;;
;;;;No;27.02.2022;19:27:13;27.02.2022;20:20:40;0:53:27;;
;;;;No;27.02.2022;20:24:02;27.02.2022;20:56:13;0:32:11;;
;;;;No;28.02.2022;9:55:55;28.02.2022;10:48:38;0:52:43;;
;;;;No;28.02.2022;10:53:29;28.02.2022;11:06:56;0:13:27;;
;;;;No;28.02.2022;11:22:02;28.02.2022;11:42:15;0:20:13;;
;;;;No;28.02.2022;11:42:16;28.02.2022;12:48:04;1:05:48;;
;;;;No;28.02.2022;13:16:02;28.02.2022;13:16:11;0:00:09;;
;;;;No;28.02.2022;13:16:25;28.02.2022;13:35:37;0:19:12;;
;;;;No;28.02.2022;13:40:02;28.02.2022;14:16:32;0:36:30;;
;;;;No;28.02.2022;14:26:25;28.02.2022;14:43:22;0:16:57;;
;;;;No;28.02.2022;15:46:37;28.02.2022;16:02:17;0:15:40;;
;;;;No;28.02.2022;16:03:03;28.02.2022;16:06:47;0:03:44;;
;;;;No;28.02.2022;16:27:57;28.02.2022;16:33:03;0:05:06;;
;;;;No;28.02.2022;18:09:25;28.02.2022;18:17:36;0:08:11;;
;;;;No;28.02.2022;18:32:38;28.02.2022;19:05:25;0:32:47;;
;;;;No;28.02.2022;19:08:14;28.02.2022;19:18:42;0:10:28;;
;;;;No;28.02.2022;19:20:05;28.02.2022;19:57:38;0:37:33;;
;;;;No;01.03.2022;10:16:09;01.03.2022;10:17:50;0:01:41;;
;;;;No;01.03.2022;10:18:02;01.03.2022;10:33:13;0:15:11;;
;;;;No;01.03.2022;10:44:58;01.03.2022;11:01:59;0:17:01;;
;;;;No;01.03.2022;11:02:51;01.03.2022;11:15:44;0:12:53;;
;;;;No;01.03.2022;11:30:13;01.03.2022;12:16:13;0:46:00;;
;;;;No;01.03.2022;12:18:45;01.03.2022;12:47:46;0:29:01;;
;;;;No;01.03.2022;15:14:26;01.03.2022;15:40:10;0:25:44;;
;;;;No;01.03.2022;15:46:14;01.03.2022;15:59:13;0:12:59;;
;;;;No;01.03.2022;16:44:48;01.03.2022;16:47:35;0:02:47;;
;;;;No;01.03.2022;17:04:11;01.03.2022;17:51:35;0:47:24;;
;;;;No;01.03.2022;17:57:58;01.03.2022;18:35:25;0:37:27;;
;;;;No;01.03.2022;18:42:47;01.03.2022;18:56:28;0:13:41;;
;;;;No;02.03.2022;13:00:25;02.03.2022;16:57:40;3:57:15;;
;;;;No;03.03.2022;18:36:56;03.03.2022;19:08:43;0:31:47;;
;;;;No;03.03.2022;19:56:08;03.03.2022;20:00:49;0:04:41;;
;;;;No;03.03.2022;20:10:08;03.03.2022;20:45:01;0:34:53;;
;;;;No;04.03.2022;10:55:50;04.03.2022;11:32:46;0:36:56;;
;;;;No;04.03.2022;11:33:10;04.03.2022;12:10:12;0:37:02;;
;;;;No;04.03.2022;12:47:22;04.03.2022;14:07:30;1:20:08;;
;;;;No;04.03.2022;14:53:54;04.03.2022;15:07:49;0:13:55;;
;;;;No;04.03.2022;15:11:28;04.03.2022;15:46:56;0:35:28;;
;;;;No;04.03.2022;16:18:01;04.03.2022;16:49:06;0:31:05;;
;;;;No;04.03.2022;16:51:51;04.03.2022;17:51:30;0:59:39;;
;;;;No;05.03.2022;7:14:40;05.03.2022;7:25:27;0:10:47;;
;;;;No;05.03.2022;8:30:49;05.03.2022;8:34:55;0:04:06;;
;;;;No;05.03.2022;8:35:49;05.03.2022;8:58:20;0:22:31;;
;;;;No;05.03.2022;9:05:36;05.03.2022;9:39:18;0:33:42;;
;;;;No;05.03.2022;10:17:09;05.03.2022;10:30:45;0:13:36;;
;;;;No;05.03.2022;10:37:25;05.03.2022;10:54:16;0:16:51;;
;;;;No;05.03.2022;11:27:26;05.03.2022;11:36:57;0:09:31;;
;;;;No;05.03.2022;11:42:00;05.03.2022;11:45:12;0:03:12;;
;;;;No;05.03.2022;11:53:17;05.03.2022;12:06:33;0:13:16;;
;;;;No;05.03.2022;12:14:39;05.03.2022;12:55:45;0:41:06;;
;;;;No;05.03.2022;13:00:04;05.03.2022;13:44:13;0:44:09;;
;;;;No;05.03.2022;14:42:23;05.03.2022;15:35:01;0:52:38;;
;;;;No;05.03.2022;15:36:47;05.03.2022;15:50:17;0:13:30;;
;;;;No;05.03.2022;15:50:21;05.03.2022;16:36:11;0:45:50;;
;;;;No;05.03.2022;17:47:13;05.03.2022;18:09:17;0:22:04;;
;;;;No;05.03.2022;18:28:15;05.03.2022;19:02:25;0:34:10;;
;;;;No;06.03.2022;9:09:57;06.03.2022;10:56:38;1:46:41;;
;;;;No;06.03.2022;12:30:39;06.03.2022;12:56:15;0:25:36;;
;;;;No;06.03.2022;12:59:40;06.03.2022;14:11:14;1:11:34;;
;;;;No;06.03.2022;14:36:11;06.03.2022;14:43:20;0:07:09;;
;;;;No;06.03.2022;15:23:08;06.03.2022;15:44:57;0:21:49;;
;;;;No;06.03.2022;16:01:47;06.03.2022;16:27:26;0:25:39;;
;;;;No;06.03.2022;17:41:46;06.03.2022;17:43:50;0:02:04;;
;;;;No;06.03.2022;17:44:33;06.03.2022;18:00:06;0:15:33;;
;;;;No;06.03.2022;19:28:05;06.03.2022;21:04:19;1:36:14;;
;;;;No;08.03.2022;7:44:48;08.03.2022;7:50:31;0:05:43;;
;;;;No;08.03.2022;8:16:01;08.03.2022;8:23:39;0:07:38;;
